ProteinID,Gene,Description,control_1 Intensity,control_2 Intensity,control_3 Intensity,treatment_1 Intensity,treatment_2 Intensity,treatment_3 Intensity
O94992,HEXIM1,Protein HEXIM1,21.4839,21.1859,20.7318,22.4586,22.5135,23.1905
O95159,ZFPL1,Zinc finger protein-like 1,24.9167,20.2374,22.8228,23.1249,22.7909,21.6679
O95182,NDUFA7,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7,22.6757,23.3392,23.6351,23.5948,24.743,23.8372
O95197,RTN3,Reticulon-3,21.7526,20.369,20.9713,24.0343,24.0826,23.7737
O95202,LETM1,Mitochondrial proton/calcium exchanger protein,25.3799,25.5541,25.5491,26.8347,26.1823,26.0869
O95210,STBD1,Starch-binding domain-containing protein 1,23.0528,20.915,23.6225,24.0667,23.6086,24.0758
O95218,ZRANB2,Zinc finger Ran-binding domain-containing protein 2,25.2156,24.6652,24.6152,24.4849,24.078,25.0658
O95232,LUC7L3,Luc7-like protein 3,27.7948,28.5473,28.6222,27.8065,28.1551,28.1382
O95249,GOSR1,Golgi SNAP receptor complex member 1,23.1168,23.3313,23.5632,23.8982,21.3244,24.0958
O95292,VAPB,Vesicle-associated membrane protein-associated protein B/C,24.7878,24.7911,25.3703,25.3386,25.3798,25.6272
O95297,MPZL1,Myelin protein zero-like protein 1,21.7767,22.1206,22.8534,27.7775,27.6068,27.8004
O95299,NDUFA10,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",26.7785,26.9665,27.5356,27.4828,27.1334,26.7566
O95302,FKBP9,Peptidyl-prolyl cis-trans isomerase FKBP9,23.7866,25.2904,21.4955,26.682,26.441,26.162
O95336,PGLS,6-phosphogluconolactonase,22.9263,21.863,21.9071,24.1818,21.1119,23.6993
O95394,PGM3,Phosphoacetylglucosamine mutase,25.8554,26.1568,26.1181,26.9917,26.6475,26.9469
O95400,CD2BP2,CD2 antigen cytoplasmic tail-binding protein 2,22.6851,22.5141,21.19,21.8068,21.8596,21.5411
O95433,AHSA1,Activator of 90 kDa heat shock protein ATPase homolog 1,24.6732,24.273,24.6872,24.8984,25.4246,25.6169
O95445,APOM,Apolipoprotein M,20.3749,23.6696,22.5905,26.5132,25.4957,25.2633
O95453,PARN,Poly(A)-specific ribonuclease PARN,20.9431,22.8231,22.5944,22.723,21.0386,24.3135
O95478,NSA2,Ribosome biogenesis protein NSA2 homolog,22.7359,24.2063,23.4193,22.7588,21.238,23.0024
O95479,H6PD,GDH/6PGL endoplasmic bifunctional protein,24.4453,25.222,22.5721,27.6918,27.5867,28.1671
O95486,SEC24A,Protein transport protein Sec24A,21.1338,23.7942,23.998,23.7731,23.6162,23.7441
O95487,SEC24B,Protein transport protein Sec24B,21.7081,20.244,22.702,23.0111,22.7424,20.4628
O95497,VNN1,Pantetheinase,21.6642,20.2821,21.206,26.0294,25.9918,25.5684
O95571,ETHE1,"Persulfide dioxygenase ETHE1, mitochondrial",25.3438,26.0397,25.735,26.2774,26.1094,25.7495
O95573,ACSL3,Long-chain-fatty-acid--CoA ligase 3,24.9567,24.2381,23.1646,25.9706,25.1773,25.7106
O95747,OXSR1,Serine/threonine-protein kinase,21.5275,22.3292,23.0475,20.8891,22.9225,21.1652
O95793,STAU1,Double-stranded RNA-binding protein Staufen homolog 1,27.3987,27.6658,27.8718,28.4282,28.043,28.0688
O95810,CAVIN2,Caveolae-associated protein 2,21.9135,22.3523,22.0347,20.5038,22.6664,22.1945
O95816,BAG2,BAG family molecular chaperone regulator 2,24.9281,24.106,21.7497,26.7775,26.9135,26.2018
O95819,MAP4K4,Mitogen-activated protein kinase kinase kinase kinase 4,20.8602,21.8143,21.2952,23.4882,22.9594,23.3651
O95831,AIFM1,"Apoptosis-inducing factor 1, mitochondrial",28.8727,28.9973,29.0274,29.6535,29.9022,29.5618
O95861,BPNT1,"3'(2'),5'-bisphosphate nucleotidase 1",22.7813,22.6572,21.0088,23.286,22.7517,23.2743
O95881,TXNDC12,Thioredoxin domain-containing protein 12,24.9587,25.0805,23.2555,27.7246,27.9779,27.8386
O95954,FTCD,Formimidoyltransferase-cyclodeaminase,23.2641,22.3214,23.7865,23.341,23.8181,22.873
O96000,NDUFB10,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10,23.3199,21.8403,21.8685,23.7721,23.0543,23.3517
O96008,TOMM40,Mitochondrial import receptor subunit TOM40 homolog,22.0902,23.3843,20.948,26.06,25.222,25.0351
O96019,ACTL6A,Actin-like protein 6A,25.3231,24.2589,24.9319,25.6087,25.7042,25.7994
P00167,CYB5A,Cytochrome b5,23.2702,23.4514,20.765,24.9768,24.1385,24.4641
P00338,LDHA,L-lactate dehydrogenase A chain,31.0636,30.8853,30.8734,31.2161,30.9269,30.8183
P00352,ALDH1A1,Retinal dehydrogenase 1,30.5166,30.4617,30.1271,30.3552,30.1267,30.0686
P00367,GLUD1,"Glutamate dehydrogenase 1, mitochondrial",33.1635,33.298,33.2826,33.2576,33.214,33.124
P00387,CYB5R3,NADH-cytochrome b5 reductase 3,25.6829,27.475,27.0263,28.0277,27.7733,27.7685
P00390,GSR,"Glutathione reductase, mitochondrial",27.1936,27.4728,27.6021,27.7895,27.0997,27.4762
P00439,PAH,Phenylalanine-4-hydroxylase,22.5088,21.1858,22.5591,23.7289,22.6655,23.0934
P00441,SOD1,Superoxide dismutase [Cu-Zn],23.5086,23.0667,21.3145,26.9304,26.812,26.3015
P00450,CP,Ceruloplasmin,25.7602,26.0434,26.1427,28.344,28.2441,28.2452
P00491,PNP,Purine nucleoside phosphorylase,22.4737,22.8615,21.9448,22.4488,22.1139,21.0717
P00505,GOT2,"Aspartate aminotransferase, mitochondrial",29.7646,29.9486,29.5049,29.9578,29.7337,29.8729
P00533,EGFR,Epidermal growth factor receptor,22.3516,22.0671,20.2956,21.2786,22.8723,23.9145
P00558,PGK1,Phosphoglycerate kinase 1,31.7394,31.7154,31.6705,31.7587,31.4978,31.4678
P00734,F2,Prothrombin,27.0006,27.2867,27.8344,28.3158,28.1638,27.8453
P01009,SERPINA1,Alpha-1-antitrypsin,26.6751,27.3709,26.835,30.8012,30.7992,30.7854
P01011,SERPINA3,Alpha-1-antichymotrypsin,22.3119,22.0205,22.0752,23.8578,23.0491,24.3698
P01019,AGT,Angiotensinogen,24.2347,26.9201,26.7253,28.0594,27.9385,28.3932
P01023,A2M,Alpha-2-macroglobulin,30.9656,31.1942,30.6555,31.9263,32.008,31.6882
P01024,C3,Complement C3,30.2529,30.4915,30.1124,31.2015,31.2943,31.0517
P01111,NRAS,GTPase NRas,23.7377,24.8557,25.6929,25.6737,26.4591,25.447
P01112,HRAS,GTPase HRas,21.6569,22.0016,21.8207,23.2739,23.1376,22.8509
P01130,LDLR,Low-density lipoprotein receptor,21.9724,24.0448,24.4406,27.5482,27.1664,27.6252
P02042,HBD,Hemoglobin subunit delta,25.1425,25.3274,25.0872,28.534,28.5834,28.4077
P02533,KRT14,"Keratin, type I cytoskeletal 14",28.5902,29.5933,30.0859,28.3875,27.2519,28.545
P02545,LMNA,Prelamin-A/C,32.3568,32.5982,32.5895,33.3341,33.3806,33.3544
P02647,APOA1,Apolipoprotein A-I,25.6445,26.0782,25.9888,30.9847,31.1636,30.9826
P02649,APOE,Apolipoprotein E,26.3366,26.2685,26.4983,29.4192,29.9645,29.6376
P02671,FGA,Fibrinogen alpha chain,26.526,27.2857,27.5653,28.673,28.9065,28.4323
P02675,FGB,Fibrinogen beta chain,20.8346,21.5606,23.4203,24.1987,24.4931,23.3455
P02679,FGG,Fibrinogen gamma chain,26.1955,27.7792,27.8175,28.8148,28.9825,28.9561
P02749,APOH,Beta-2-glycoprotein 1,21.0143,22.0989,24.2124,24.5966,24.7588,24.3559
P02751,FN1,Fibronectin,34.1154,34.3833,34.3418,34.1893,34.3114,34.2232
P02753,RBP4,Retinol-binding protein 4,22.4838,23.5738,23.7539,27.0946,27.0832,26.5768
P02760,AMBP,Protein AMBP,25.9743,26.7488,26.0379,27.3299,27.3132,27.0508
P02763,ORM1,Alpha-1-acid glycoprotein 1,21.6305,20.9746,20.5206,21.7239,22.4509,21.6356
P02765,AHSG,Alpha-2-HS-glycoprotein,26.8677,26.8264,26.8804,28.7975,28.8885,28.8999
P02766,TTR,Transthyretin,22.4264,21.0055,22.1427,21.3243,23.0182,23.0343
P02768,ALB,Serum albumin,32.7092,32.9743,32.6574,34.8053,34.7046,34.5881
P02771,AFP,Alpha-fetoprotein,28.5154,29.4327,28.3747,30.9671,31.0036,30.9455
P02786,TFRC,Transferrin receptor protein 1,27.5057,27.8586,27.5703,28.2762,28.277,28.175
P02787,TF,Serotransferrin,32.3134,32.4482,32.2572,33.281,33.3575,33.2122
P02792,FTL,Ferritin light chain,21.5922,20.9214,22.4948,27.5304,28.2124,28.0184
P02794,FTH1,Ferritin heavy chain,20.9428,22.5017,22.1243,25.4219,25.4284,25.5792
P04003,C4BPA,C4b-binding protein alpha chain,22.2492,25.0754,23.8811,28.1094,27.6968,27.4086
P04004,VTN,Vitronectin,26.4754,27.2598,27.1591,30.8712,31.0169,30.6007
P04040,CAT,Catalase,29.3261,29.5554,29.6314,30.9718,30.7839,30.8931
P04062,GBA,Glucosylceramidase,21.4351,21.9433,21.2477,28.0622,28.0709,27.8022
P04066,FUCA1,Tissue alpha-L-fucosidase,21.4718,21.7821,20.7381,29.0555,28.9539,28.7805
P04075,ALDOA,Fructose-bisphosphate aldolase A,32.4518,32.2416,32.5065,32.4498,32.2075,32.3215
P04080,CSTB,Cystatin-B,25.0506,25.9722,23.5355,26.8033,25.8772,26.7045
P04114,APOB,Apolipoprotein B-100,25.8814,28.2001,26.6964,30.1624,30.029,29.9562
P04156,PRNP,Major prion protein,22.0078,20.9467,21.5327,26.1912,26.1322,26.282
P04179,SOD2,"Superoxide dismutase [Mn], mitochondrial",30.0456,30.7674,29.5448,29.9923,30.0861,29.8562
P04181,OAT,"Ornithine aminotransferase, mitochondrial",26.5742,27.1397,26.2472,27.0165,26.9304,27.1472
P04259,KRT6B,"Keratin, type II cytoskeletal 6B",27.0016,28.9964,30.4921,26.0636,27.2023,28.0511
P04264,KRT1,"Keratin, type II cytoskeletal 1",34.5218,35.3018,34.7473,33.889,33.4137,34.1745
P04406,GAPDH,Glyceraldehyde-3-phosphate dehydrogenase,32.8503,32.7621,32.6736,34.7609,34.815,34.8639
P04439,HLA-A,"HLA class I histocompatibility antigen, A-3 alpha chain",26.6079,26.8522,27.37,29.4182,29.2139,29.535
P04792,HSPB1,Heat shock protein beta-1,25.5372,26.64,26.2213,26.527,26.873,25.607
P04843,RPN1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,27.9511,28.3331,28.336,29.9605,29.6337,29.8516
P04844,RPN2,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,21.7949,24.3273,22.1303,27.6028,26.4944,27.4374
P04899,GNAI2,Guanine nucleotide-binding protein G(i) subunit alpha-2,21.7701,22.9495,21.9485,24.1373,23.4433,24.3637
P04908,HIST1H2AB,Histone H2A type 1-B/E,27.4873,27.7563,27.403,27.7694,27.3661,27.4927
P05023,ATP1A1,Sodium/potassium-transporting ATPase subunit alpha-1,29.9957,30.0717,30.0989,30.6497,30.2767,30.3994
P05026,ATP1B1,Sodium/potassium-transporting ATPase subunit beta-1,26.0831,26.5472,26.1616,28.035,27.5444,27.066
P05067,APP,Amyloid-beta A4 protein,22.0823,22.617,22.4315,28.088,28.0292,27.6725
P05089,ARG1,Arginase-1,23.7365,23.5375,23.3955,22.7731,22.7799,22.3292
P05091,ALDH2,"Aldehyde dehydrogenase, mitochondrial",29.1507,29.4956,29.4096,29.4903,29.2365,29.4447
P05121,SERPINE1,Plasminogen activator inhibitor 1,22.0823,20.1213,23.1844,29.5172,29.7389,29.2183
P05141,SLC25A5,ADP/ATP translocase 2,28.2152,29.1921,28.1771,29.6921,29.422,29.5749
P05156,CFI,Complement factor I,24.4694,24.364,23.5249,23.5661,24.4939,23.6039
P05165,PCCA,"Propionyl-CoA carboxylase alpha chain, mitochondrial",35.8075,35.7367,35.7101,34.8222,34.9718,34.8403
P05166,PCCB,"Propionyl-CoA carboxylase beta chain, mitochondrial",22.9506,24.9455,25.0455,26.0548,25.975,25.4567
P05186,ALPL,"Alkaline phosphatase, tissue-nonspecific isozyme",21.236,21.6791,19.9253,23.8669,24.9339,23.2973
P05198,EIF2S1,Eukaryotic translation initiation factor 2 subunit 1,27.9375,26.1378,26.6358,27.4135,27.5883,27.2158
P05362,ICAM1,Intercellular adhesion molecule 1,27.6614,28.0268,28.1678,29.6837,29.6365,29.4713
P05386,RPLP1,60S acidic ribosomal protein P1,27.4362,27.3071,27.1221,27.1991,27.0715,26.4323
P05387,RPLP2,60S acidic ribosomal protein P2,25.7672,25.2869,23.3925,25.3722,25.0801,24.223
P05388,RPLP0,60S acidic ribosomal protein P0,28.6718,28.6808,28.5793,29.1878,29.027,29.0863
P05455,SSB,Lupus La protein,27.7027,27.2098,26.9261,27.5984,27.7169,27.5211
P05543,SERPINA7,Thyroxine-binding globulin,21.6526,21.2498,20.5277,22.1205,22.3962,22.743
P05546,SERPIND1,Heparin cofactor 2,23.5318,21.9125,20.8101,25.4367,25.4806,25.466
P05556,ITGB1,Integrin beta-1,24.7456,25.8375,25.4314,29.1268,29.0894,28.7166
P05787,KRT8,"Keratin, type II cytoskeletal 8",33.1133,33.416,33.1089,33.1559,33.1388,33.0822
P05981,HPN,Serine protease hepsin,21.8902,21.5258,23.0017,24.686,24.7273,24.1892
P06213,INSR,Insulin receptor,21.952,21.4947,22.3302,24.1986,24.1185,24.2734
P06280,GLA,Alpha-galactosidase A,20.8045,21.618,22.8097,27.9781,27.9394,27.8495
P06396,GSN,Gelsolin,23.0675,22.638,21.9787,21.7894,20.3872,24.1571
P06576,ATP5F1B,"ATP synthase subunit beta, mitochondrial",31.4655,31.6385,31.619,32.6786,32.7508,32.5194
P06681,C2,Complement C2,23.3263,22.6866,22.3686,25.8855,26.4348,25.0706
P06730,EIF4E,Eukaryotic translation initiation factor 4E,25.5946,24.1366,23.4892,26.5597,26.1627,26.1376
P06733,ENO1,Alpha-enolase,32.8649,32.7219,32.7169,32.7474,32.5572,32.7385
P06737,PYGL,"Glycogen phosphorylase, liver form",25.9099,25.1455,25.3819,26.801,27.0452,26.9298
P06744,GPI,Glucose-6-phosphate isomerase,29.1474,28.754,28.7008,30.0419,29.4538,29.4545
P06748,NPM1,Nucleophosmin,31.062,31.2723,31.231,31.0396,31.3241,30.2423
P06753,TPM3,Tropomyosin alpha-3 chain,28.2315,28.268,28.5417,28.5775,28.3075,28.303
P06756,ITGAV,Integrin alpha-V,23.4455,24.4193,23.6887,29.885,30.0416,29.6152
P06858,LPL,Lipoprotein lipase,23.8337,23.1469,22.7605,21.7533,21.7249,20.8115
P06865,HEXA,Beta-hexosaminidase subunit alpha,21.1603,25.0748,23.7473,28.5228,28.5672,28.5528
P07099,EPHX1,Epoxide hydrolase 1,21.8777,23.2775,23.2097,26.1047,25.1688,25.9111
P07148,FABP1,"Fatty acid-binding protein, liver",29.7853,29.7463,29.8336,29.8552,29.4177,29.5397
P07195,LDHB,L-lactate dehydrogenase B chain,26.659,25.2894,24.4082,23.0906,20.4696,22.2811
P07225,PROS1,Vitamin K-dependent protein S,21.6024,20.1975,23.1824,23.4383,24.6646,23.7374
P07237,P4HB,Protein disulfide-isomerase,33.8808,33.9554,33.9401,35.4134,35.4176,35.3218
P07305,H1F0,Histone H1.0,22.6456,22.7017,22.4379,22.5816,22.6657,22.5576
P07306,ASGR1,Asialoglycoprotein receptor 1,28.8528,29.1586,29.0707,30.4758,30.273,30.4779
P07307,ASGR2,Asialoglycoprotein receptor 2,24.6918,24.895,24.7298,27.7342,27.1469,26.9408
P07339,CTSD,Cathepsin D,29.3369,29.5851,29.1423,30.9585,31.1388,30.7752
P07355,ANXA2,Annexin A2,21.9521,22.8151,24.1744,23.4319,22.5845,22.8938
P07384,CAPN1,Calpain-1 catalytic subunit,24.2009,24.651,24.4538,24.8231,22.8738,24.2539
P07437,TUBB,Tubulin beta chain,32.4412,32.4863,32.4162,32.5592,32.3669,32.2621
P07602,PSAP,Prosaposin,22.9856,24.0751,22.8371,29.2019,29.0658,29.0489
P07686,HEXB,Beta-hexosaminidase subunit beta,26.3873,26.8905,26.4025,30.3241,30.3375,30.2816
P07737,PFN1,Profilin-1,28.7253,28.7049,28.3045,29.0583,28.5256,29.0585
P07814,EPRS,Bifunctional glutamate/proline--tRNA ligase,29.3726,29.5754,29.6147,29.8163,29.5399,29.5891
P07858,CTSB,Cathepsin B,29.9029,29.1596,29.4616,33.2035,33.5106,33.5508
P07900,HSP90AA1,Heat shock protein HSP 90-alpha,30.7136,30.6758,30.4426,31.3326,31.0924,31.0658
P07910,HNRNPC,Heterogeneous nuclear ribonucleoproteins C1/C2,30.7012,30.94,30.8019,30.3084,30.6561,30.5444
P07919,UQCRH,"Cytochrome b-c1 complex subunit 6, mitochondrial",24.5641,23.8054,24.5415,25.4785,25.3828,25.6627
P07942,LAMB1,Laminin subunit beta-1,23.2552,25.7058,25.1662,28.7023,28.7407,28.4384
P07951,TPM2,Tropomyosin beta chain,21.3275,21.3182,26.4578,25.4576,22.7262,23.6896
P07954,FH,"Fumarate hydratase, mitochondrial",26.814,26.2642,26.5535,27.062,27.2263,27.2904
P07996,THBS1,Thrombospondin-1,21.7646,22.8225,21.7892,24.0068,23.962,23.3991
P08069,IGF1R,Insulin-like growth factor 1 receptor,22.5072,21.5507,23.2567,22.4992,20.0823,22.8897
P08133,ANXA6,Annexin A6,26.6135,26.4855,26.3138,28.6034,27.7876,27.6924
P08174,CD55,Complement decay-accelerating factor,24.834,21.2978,20.5046,25.3027,26.1439,25.3266
P08183,ABCB1,Multidrug resistance protein 1,22.4016,22.1942,22.0257,21.1495,21.4207,21.8322
P08195,SLC3A2,4F2 cell-surface antigen heavy chain,27.0804,27.3865,27.3245,29.3815,29.186,29.2566
P08236,GUSB,Beta-glucuronidase,22.2554,21.9412,22.442,27.5771,27.6176,27.6858
P08238,HSP90AB1,Heat shock protein HSP 90-beta,32.2241,32.2829,32.2578,32.8564,32.5981,32.7812
P08240,SRPRA,Signal recognition particle receptor subunit alpha,23.1853,25.6764,25.5837,26.4216,26.5764,26.052
P08559,PDHA1,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",28.4415,28.5445,28.4544,28.6017,28.4238,28.2453
P08574,CYC1,"Cytochrome c1, heme protein, mitochondrial",23.1044,23.1159,23.6222,26.6214,25.7572,26.3824
P08581,MET,Hepatocyte growth factor receptor,22.4222,22.5328,20.0747,24.1388,24.0247,24.135
P08582,MELTF,Melanotransferrin,21.5507,21.6737,22.847,22.7281,23.7221,24.7669
P08621,SNRNP70,U1 small nuclear ribonucleoprotein 70 kDa,32.3611,32.9574,32.9329,31.5475,31.888,32.2258
P08670,VIM,Vimentin,27.3789,28.3604,26.8947,27.6825,27.8131,27.172
P08697,SERPINF2,Alpha-2-antiplasmin,19.8081,21.5494,20.9664,25.2821,24.8489,21.1418
P08708,RPS17,40S ribosomal protein S17,28.7167,28.4638,28.8528,28.2597,28.2183,28.1611
P08754,GNAI3,Guanine nucleotide-binding protein G(k) subunit alpha,21.7138,23.714,21.5853,23.5116,22.9573,23.2322
P08758,ANXA5,Annexin A5,27.9729,28.3673,28.1199,28.4437,28.2927,28.1728
P08779,KRT16,"Keratin, type I cytoskeletal 16",25.195,27.118,29.5755,26.3324,23.6963,25.7234
P08833,IGFBP1,Insulin-like growth factor-binding protein 1,26.3268,26.2281,26.8074,28.7967,28.7573,28.7228
P08865,RPSA,40S ribosomal protein SA,29.9697,30.2951,29.8862,30.5266,30.6084,30.5144
P08962,CD63,CD63 antigen,21.2607,22.8894,22.0189,23.3611,23.5958,23.5931
P09001,MRPL3,"39S ribosomal protein L3, mitochondrial",22.2176,23.4239,22.4343,24.656,22.59,22.9251
P09104,ENO2,Gamma-enolase,23.5338,25.2342,25.2689,24.022,25.6971,25.6723
P09110,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",24.7712,25.5319,25.7213,25.3902,25.5028,26.0296
P09132,SRP19,Signal recognition particle 19 kDa protein,23.9178,23.8166,22.3362,23.1469,23.2016,23.3668
P09234,SNRPC,U1 small nuclear ribonucleoprotein C,23.4774,20.6225,24.2379,23.2602,22.5423,23.182
P09327,VIL1,Villin-1,29.559,29.8872,29.7636,30.1989,29.9136,30.0317
P09382,LGALS1,Galectin-1,26.5583,26.1474,26.5503,26.5642,26.5605,25.9661
P09417,QDPR,Dihydropteridine reductase,21.8555,23.3923,24.9104,24.3631,24.8139,24.0996
P09429,HMGB1,High mobility group protein B1,26.7294,26.9243,26.9552,27.2276,26.7399,26.5455
P09496,CLTA,Clathrin light chain A,26.0846,25.9271,27.4243,25.7844,26.3186,27.5975
P09543,CNP,"2',3'-cyclic-nucleotide 3'-phosphodiesterase",27.1871,27.8655,27.5493,28.0868,27.6891,28.0642
P09564,CD7,T-cell antigen CD7,23.9983,24.598,21.9752,25.0366,25.0298,24.9339
P09622,DLD,"Dihydrolipoyl dehydrogenase, mitochondrial",28.539,28.6679,28.4014,28.7958,28.8909,28.7025
P09651,HNRNPA1,Heterogeneous nuclear ribonucleoprotein A1,31.3161,31.6895,31.6163,31.5609,31.7336,31.2709
P09661,SNRPA1,U2 small nuclear ribonucleoprotein A',26.3713,26.949,26.1036,26.4123,26.5317,25.9892
P09668,CTSH,Pro-cathepsin H,23.286,24.8125,22.9221,28.3622,28.3622,28.3155
P09874,PARP1,Poly [ADP-ribose] polymerase 1,28.8011,29.2467,29.0544,29.421,29.0087,29.3714
P09960,LTA4H,Leukotriene A-4 hydrolase,23.8363,23.5208,23.8549,25.1662,22.1781,24.6441
P09972,ALDOC,Fructose-bisphosphate aldolase C,25.1043,23.6062,25.3511,23.3667,23.6875,22.6562
P0C0L4,C4A,Complement C4-A,24.1091,24.5889,23.4136,24.0541,24.4317,23.2699
P0C0L5,C4B,Complement C4-B,30.2867,30.5346,30.3974,30.4462,30.4423,30.2441
P0C0S5,H2AFZ,Histone H2A.Z,25.6974,24.8746,25.8556,26.9811,26.5642,27.3852
P0C0S8,HIST1H2AG,Histone H2A type 1,31.364,31.7934,31.0892,31.3806,31.25,30.971
P0CG38,POTEI,POTE ankyrin domain family member I,27.1836,27.5553,26.7152,26.8478,27.4403,27.1953
P0DMM9,SULT1A3,Sulfotransferase 1A3,22.5563,23.295,20.6544,24.5386,23.6984,22.9016
P0DMV8,HSPA1A,Heat shock 70 kDa protein 1A,31.3353,31.1098,30.9883,31.7878,31.7184,31.6507
P0DN76,U2AF1L5,Splicing factor U2AF 35 kDa subunit-like protein,28.7248,29.0248,28.962,28.4955,28.608,28.5046
P10155,TROVE2,60 kDa SS-A/Ro ribonucleoprotein,21.6405,21.1417,20.6312,22.4822,21.8516,21.435
P10253,GAA,Lysosomal alpha-glucosidase,27.25,27.692,26.9622,32.7674,32.7748,32.5556
P10321,HLA-C,"HLA class I histocompatibility antigen, Cw-7 alpha chain",26.929,26.9676,26.7811,28.8585,28.8515,28.7399
P10398,ARAF,Serine/threonine-protein kinase A-Raf,23.3223,22.7938,20.4097,23.3992,23.9624,23.9924
P10412,HIST1H1E,Histone H1.4,26.4615,27.2061,27.1459,26.3175,26.4798,26.311
P10515,DLAT,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",28.8401,29.0519,28.9468,29.0835,29.186,28.8674
P10586,PTPRF,Receptor-type tyrosine-protein phosphatase F,22.7482,23.2469,22.5554,29.4427,29.3037,29.0852
P10599,TXN,Thioredoxin,28.2621,28.9091,28.3705,28.5082,28.3118,27.6981
P10606,COX5B,"Cytochrome c oxidase subunit 5B, mitochondrial",26.554,25.8415,26.5826,27.1835,26.9831,27.1753
P10619,CTSA,Lysosomal protective protein,24.4428,26.2635,25.9384,28.2647,28.1254,28.1306
P10644,PRKAR1A,cAMP-dependent protein kinase type I-alpha regulatory subunit,23.7118,22.7748,21.7608,24.6332,24.7293,23.3041
P10646,TFPI,Tissue factor pathway inhibitor,26.1696,26.0624,26.3115,27.2806,27.2126,27.0135
P10768,ESD,S-formylglutathione hydrolase,25.0193,25.244,25.2997,25.0864,24.6123,25.1045
P10809,HSPD1,"60 kDa heat shock protein, mitochondrial",34.1701,34.25,34.1893,34.2836,34.3599,34.2395
P10909,CLU,Clusterin,24.92,25.4123,25.1916,30.1387,30.4029,30.199
P11021,HSPA5,Endoplasmic reticulum chaperone BiP,34.8161,35.0651,34.8747,35.4231,35.3383,35.3841
P11047,LAMC1,Laminin subunit gamma-1,25.4531,26.0256,25.275,27.9532,27.8108,27.7145
P11117,ACP2,Lysosomal acid phosphatase,23.4199,24.1571,23.6139,28.2716,28.203,28.1501
P11142,HSPA8,Heat shock cognate 71 kDa protein,32.3022,32.2105,32.2206,32.7971,32.6212,32.8995
P11166,SLC2A1,"Solute carrier family 2, facilitated glucose transporter member 1",26.9182,27.5476,27.3612,28.9749,28.6164,28.8647
P11169,SLC2A3,"Solute carrier family 2, facilitated glucose transporter member 3",27.8207,27.6853,27.311,29.2355,29.1021,28.7749
