ProteinID,Gene,Description,control_1 Intensity,control_2 Intensity,control_3 Intensity,treatment_1 Intensity,treatment_2 Intensity,treatment_3 Intensity
O95302,FKBP9,Peptidyl-prolyl cis-trans isomerase FKBP9,25.2068,26.1715,25.358,28.2745,28.2079,28.6017
O95373,IPO7,Importin-7,23.5147,22.6059,24.7312,26.6746,25.4323,23.8896
O95433,AHSA1,Activator of 90 kDa heat shock protein ATPase homolog 1,25.7133,26.5408,26.1926,26.5012,24.3463,24.6043
O95453,PARN,Poly(A)-specific ribonuclease PARN,24.723,21.0645,24.3015,23.964,26.0732,26.0555
O95478,NSA2,Ribosome biogenesis protein NSA2 homolog,29.7079,28.0319,27.6663,26.7007,27.8204,27.0525
O95479,H6PD,GDH/6PGL endoplasmic bifunctional protein,23.1946,21.4251,21.3453,22.1379,24.4798,24.3415
O95486,SEC24A,Protein transport protein Sec24A,21.6325,21.5206,21.1465,24.4965,23.739,24.0745
O95487,SEC24B,Protein transport protein Sec24B,22.0392,21.9039,22.3504,24.8604,24.0329,23.7396
O95490,ADGRL2,Adhesion G protein-coupled receptor L2,22.1891,20.8941,20.0483,26.4267,26.807,27.4478
O95563,MPC2,Mitochondrial pyruvate carrier 2,24.1083,23.6431,23.8702,24.7425,24.3073,23.5566
O95571,ETHE1,"Persulfide dioxygenase ETHE1, mitochondrial",21.586,22.9021,22.8525,25.3807,24.9136,25.6938
O95573,ACSL3,Long-chain-fatty-acid--CoA ligase 3,25.7884,24.3233,24.5436,25.238,24.8207,23.4386
O95602,POLR1A,DNA-directed RNA polymerase I subunit RPA1,28.3238,24.6053,27.2715,25.6574,27.2697,26.5737
O95619,YEATS4,YEATS domain-containing protein 4,24.6296,25.0775,24.9885,24.8682,24.1461,24.0467
O95639,CPSF4,Cleavage and polyadenylation specificity factor subunit 4,22.2392,21.1114,22.1188,24.4289,24.5724,23.9402
O95674,CDS2,Phosphatidate cytidylyltransferase 2,22.041,21.6515,23.1057,23.0382,22.4206,22.1101
O95721,SNAP29,Synaptosomal-associated protein 29,22.8209,20.7648,21.1822,21.0364,22.4241,22.6493
O95757,HSPA4L,Heat shock 70 kDa protein 4L,23.6438,23.3427,23.1328,24.0026,22.8581,23.0577
O95758,PTBP3,Polypyrimidine tract-binding protein 3,23.3012,22.9196,24.4634,27.1045,27.091,27.879
O95782,AP2A1,AP-2 complex subunit alpha-1,25.7319,21.5301,23.0159,25.8552,25.6662,25.4178
O95785,WIZ,Protein Wiz,23.3881,21.5126,19.6881,23.0161,22.683,22.8836
O95793,STAU1,Double-stranded RNA-binding protein Staufen homolog 1,23.4354,23.731,24.006,24.8577,23.5151,21.4706
O95816,BAG2,BAG family molecular chaperone regulator 2,21.218,25.4075,25.4525,26.2053,27.0065,26.208
O95831,AIFM1,"Apoptosis-inducing factor 1, mitochondrial",30.7622,30.3212,30.5231,32.0434,32.1923,32.1336
O95881,TXNDC12,Thioredoxin domain-containing protein 12,25.4875,26.3862,26.5188,29.4953,29.9036,30.1542
O95983,MBD3,Methyl-CpG-binding domain protein 3,22.1397,23.5736,22.4629,24.9054,23.9575,25.4569
O96000,NDUFB10,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10,26.2702,26.7679,26.9477,28.5617,28.3788,28.1518
O96005,CLPTM1,Cleft lip and palate transmembrane protein 1,21.1067,22.2713,21.4106,26.9165,26.977,25.7999
O96008,TOMM40,Mitochondrial import receptor subunit TOM40 homolog,27.2001,24.8461,25.9687,29.6401,29.2371,28.4568
O96019,ACTL6A,Actin-like protein 6A,27.4506,27.5279,28.1345,28.1115,28.5543,28.3835
O96028,NSD2,Histone-lysine N-methyltransferase NSD2,26.0463,24.0759,25.3183,22.7309,23.2292,21.6225
P00167,CYB5A,Cytochrome b5,25.2929,24.9551,24.777,26.6457,26.9878,26.8141
P00338,LDHA,L-lactate dehydrogenase A chain,29.0694,28.7377,28.8488,30.6118,29.2538,29.5285
P00367,GLUD1,"Glutamate dehydrogenase 1, mitochondrial",31.0011,30.4612,30.6438,31.0907,31.008,30.8283
P00387,CYB5R3,NADH-cytochrome b5 reductase 3,28.1582,25.6578,26.8698,28.9173,29.1542,27.8884
P00390,GSR,"Glutathione reductase, mitochondrial",23.3193,25.199,24.5063,24.1188,24.3854,26.3328
P00441,SOD1,Superoxide dismutase [Cu-Zn],22.2982,21.7045,21.7225,25.2768,26.6154,28.015
P00491,PNP,Purine nucleoside phosphorylase,20.8654,21.8131,22.7391,25.4561,23.7283,24.229
P00492,HPRT1,Hypoxanthine-guanine phosphoribosyltransferase,26.6405,21.5071,26.9359,28.7574,27.1818,27.1633
P00505,GOT2,"Aspartate aminotransferase, mitochondrial",31.4492,31.3329,31.3105,32.0063,31.8975,31.7074
P00558,PGK1,Phosphoglycerate kinase 1,27.934,28.7105,28.9385,29.8157,28.649,28.8221
P00918,CA2,Carbonic anhydrase 2,24.6616,21.8602,25.5319,27.5385,26.2596,26.3064
P01023,A2M,Alpha-2-macroglobulin,22.8449,20.7213,23.3809,26.4174,27.1652,26.8978
P01111,NRAS,GTPase NRas,24.9723,25.7966,22.8067,25.9896,27.4589,26.4114
P01112,HRAS,GTPase HRas,20.9912,21.2626,21.7432,22.2149,25.0994,24.924
P01130,LDLR,Low-density lipoprotein receptor,22.3707,21.6594,22.3846,24.739,23.664,23.9417
P01889,HLA-B,"HLA class I histocompatibility antigen, B-7 alpha chain",24.2316,25.9242,26.1236,28.0285,28.3951,27.529
P02545,LMNA,Prelamin-A/C,31.392,31.4672,31.7684,33.0808,33.3639,33.3301
P02549,SPTA1,"Spectrin alpha chain, erythrocytic 1",25.2192,24.912,22.2685,25.5304,24.4354,22.0276
P02786,TFRC,Transferrin receptor protein 1,28.2297,27.057,27.5283,28.5777,28.7993,27.7545
P02792,FTL,Ferritin light chain,24.4222,24.4354,24.79,27.1218,26.6431,27.2995
P02794,FTH1,Ferritin heavy chain,26.107,24.7238,27.0047,28.6589,28.5863,28.7565
P04040,CAT,Catalase,26.809,27.6435,27.4432,28.6878,29.2693,29.3779
P04062,GBA,Glucosylceramidase,25.1003,25.237,25.8614,30.5813,30.6876,30.6057
P04066,FUCA1,Tissue alpha-L-fucosidase,24.5742,23.4102,23.1634,27.7818,27.8827,27.7699
P04075,ALDOA,Fructose-bisphosphate aldolase A,29.4656,29.9639,29.8878,31.1557,29.8201,30.0595
P04156,PRNP,Major prion protein,22.6759,22.2596,21.2939,26.3598,26.4916,25.6218
P04179,SOD2,"Superoxide dismutase [Mn], mitochondrial",26.7908,27.438,27.6225,28.3584,28.2011,28.8882
P04181,OAT,"Ornithine aminotransferase, mitochondrial",30.9458,30.8345,31.0222,31.6744,31.9373,31.689
P04264,KRT1,"Keratin, type II cytoskeletal 1",32.385,34.1799,34.2851,34.1408,33.7811,32.7437
P04406,GAPDH,Glyceraldehyde-3-phosphate dehydrogenase,31.1565,31.682,31.552,33.0322,32.4494,32.3528
P04439,HLA-A,"HLA class I histocompatibility antigen, A-3 alpha chain",27.3529,25.6822,26.3256,29.8562,30.4914,29.9212
P04637,TP53,Cellular tumor antigen p53,27.8454,27.1563,27.3456,28.1138,27.8498,27.7517
P04843,RPN1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,30.0511,28.9933,29.7075,31.3168,31.3801,30.5419
P04844,RPN2,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,28.8456,27.5172,27.7991,30.7365,30.5431,29.1204
P04899,GNAI2,Guanine nucleotide-binding protein G(i) subunit alpha-2,21.7828,21.0192,24.7046,21.6837,24.4563,26.1043
P04908,HIST1H2AB,Histone H2A type 1-B/E,33.518,36.2966,34.2115,30.9244,33.6229,33.8928
P05023,ATP1A1,Sodium/potassium-transporting ATPase subunit alpha-1,31.593,31.0916,30.9631,31.826,31.7927,31.1197
P05026,ATP1B1,Sodium/potassium-transporting ATPase subunit beta-1,25.7253,24.9211,26.0497,27.9303,27.3049,27.38
P05067,APP,Amyloid-beta A4 protein,21.3882,23.0915,23.0297,26.8374,27.9612,27.8714
P05089,ARG1,Arginase-1,23.2988,22.1928,24.1197,24.4358,24.3429,24.7833
P05091,ALDH2,"Aldehyde dehydrogenase, mitochondrial",28.6196,28.3347,28.7302,29.6437,29.3939,29.498
P05113,IL5,Interleukin-5,24.5371,23.3719,20.701,24.9489,24.9081,24.3131
P05114,HMGN1,Non-histone chromosomal protein HMG-14,24.0019,24.1864,24.6979,22.5537,24.3888,23.1625
P05141,SLC25A5,ADP/ATP translocase 2,32.2109,31.5598,31.0085,32.936,33.0616,32.207
P05165,PCCA,"Propionyl-CoA carboxylase alpha chain, mitochondrial",32.1485,32.2182,32.0971,31.0206,31.3401,31.3085
P05198,EIF2S1,Eukaryotic translation initiation factor 2 subunit 1,25.2559,24.415,25.6634,27.0462,26.1824,26.0004
P05204,HMGN2,Non-histone chromosomal protein HMG-17,23.909,24.9049,24.9044,22.4501,25.0228,22.8098
P05386,RPLP1,60S acidic ribosomal protein P1,26.0727,27.2728,26.116,25.9858,25.9714,26.3238
P05387,RPLP2,60S acidic ribosomal protein P2,24.4585,27.2769,26.1681,25.1644,25.9151,21.6385
P05388,RPLP0,60S acidic ribosomal protein P0,31.2625,27.8075,28.091,31.5703,31.8307,28.8288
P05455,SSB,Lupus La protein,27.2651,26.0822,27.3291,27.8243,26.6411,27.379
P05556,ITGB1,Integrin beta-1,28.6624,27.5656,28.4831,31.2567,31.4492,30.7847
P06132,UROD,Uroporphyrinogen decarboxylase,22.5065,22.5089,22.0552,23.0962,21.5604,21.9256
P06280,GLA,Alpha-galactosidase A,28.9744,29.0669,29.1464,32.785,33.2659,33.5542
P06493,CDK1,Cyclin-dependent kinase 1,24.1298,25.0761,24.695,26.4369,25.2934,25.7457
P06576,ATP5F1B,"ATP synthase subunit beta, mitochondrial",33.0037,33.7182,33.364,35.0946,34.8412,35.12
P06730,EIF4E,Eukaryotic translation initiation factor 4E,23.0957,26.9187,25.1489,25.2524,24.5443,23.9308
P06733,ENO1,Alpha-enolase,30.1232,31.0931,30.8492,31.7551,30.7072,30.8596
P06737,PYGL,"Glycogen phosphorylase, liver form",25.4004,21.5761,25.5243,26.4711,26.016,25.6558
P06744,GPI,Glucose-6-phosphate isomerase,27.5681,27.4341,26.5821,29.3915,27.2603,27.6908
P06748,NPM1,Nucleophosmin,33.1983,33.4308,33.1782,32.8644,32.8239,33.1171
P06756,ITGAV,Integrin alpha-V,23.2063,21.5088,21.3262,26.1055,26.6866,26.4469
P06865,HEXA,Beta-hexosaminidase subunit alpha,22.9709,24.9033,25.0065,28.9374,28.822,28.8234
P06899,HIST1H2BJ,Histone H2B type 1-J,28.8372,27.6916,27.3465,27.0914,27.5192,26.8108
P07099,EPHX1,Epoxide hydrolase 1,25.2962,21.9063,21.6269,28.0502,27.8982,26.9163
P07195,LDHB,L-lactate dehydrogenase B chain,30.0054,29.9517,29.7522,31.6514,30.7035,30.7654
P07197,NEFM,Neurofilament medium polypeptide,23.3414,21.9775,23.6049,24.3931,26.1454,26.3902
P07237,P4HB,Protein disulfide-isomerase,31.632,31.9476,31.986,34.5205,34.6568,34.8776
P07305,H1F0,Histone H1.0,29.337,28.9375,28.4531,27.4977,27.9833,27.5092
P07339,CTSD,Cathepsin D,26.639,27.5185,28.065,30.1378,30.4794,30.6122
P07355,ANXA2,Annexin A2,27.2413,26.831,26.8262,28.6661,27.7351,27.1283
P07437,TUBB,Tubulin beta chain,31.9302,32.6479,31.6108,33.6936,32.6024,32.786
P07602,PSAP,Prosaposin,25.7484,25.7032,25.8435,30.0122,30.3301,30.2639
P07686,HEXB,Beta-hexosaminidase subunit beta,27.3588,27.0311,28.0376,30.9586,30.9418,31.128
P07737,PFN1,Profilin-1,27.0551,27.5038,27.5054,28.3218,27.1453,28.0438
P07814,EPRS,Bifunctional glutamate/proline--tRNA ligase,27.9037,27.258,27.4734,28.2096,27.4851,25.894
P07858,CTSB,Cathepsin B,22.5576,23.6842,22.0837,28.6676,28.7863,28.8161
P07900,HSP90AA1,Heat shock protein HSP 90-alpha,30.0206,30.2049,30.1049,31.334,30.4767,30.6036
P07910,HNRNPC,Heterogeneous nuclear ribonucleoproteins C1/C2,32.1745,32.9133,32.843,31.9653,32.3826,32.7711
P07919,UQCRH,"Cytochrome b-c1 complex subunit 6, mitochondrial",26.7629,27.4101,26.8552,29.6238,29.778,30.4237
P07942,LAMB1,Laminin subunit beta-1,27.9333,28.075,28.1834,30.6994,30.752,30.7011
P07947,YES1,Tyrosine-protein kinase Yes,25.8548,26.5046,26.2079,26.7595,27.8059,26.7512
P07954,FH,"Fumarate hydratase, mitochondrial",27.032,26.8563,27.3561,29.8241,29.8328,29.6424
P08069,IGF1R,Insulin-like growth factor 1 receptor,24.0601,22.5325,20.8644,23.8098,23.3855,23.5608
P08133,ANXA6,Annexin A6,24.5851,25.6266,25.2525,26.4268,26.8682,26.3135
P08174,CD55,Complement decay-accelerating factor,26.3367,21.1957,23.4749,27.4443,28.4788,27.4691
P08195,SLC3A2,4F2 cell-surface antigen heavy chain,29.4348,28.3855,28.9286,31.0807,30.7179,30.2981
P08236,GUSB,Beta-glucuronidase,21.0752,21.8876,24.1103,27.4164,28.2503,28.1455
P08238,HSP90AB1,Heat shock protein HSP 90-beta,31.1014,30.9978,31.0165,32.406,31.2323,31.6789
P08240,SRPRA,Signal recognition particle receptor subunit alpha,21.7276,21.9436,21.9702,23.7226,25.1646,24.4886
P08243,ASNS,Asparagine synthetase [glutamine-hydrolyzing],23.5391,23.4472,26.0185,26.0464,23.3021,25.525
P08559,PDHA1,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",29.101,29.111,29.0193,29.078,29.8149,29.5323
P08574,CYC1,"Cytochrome c1, heme protein, mitochondrial",29.7486,28.8373,29.0897,30.8328,31.0667,30.3557
P08579,SNRPB2,U2 small nuclear ribonucleoprotein B'',22.7576,22.9558,22.9035,22.8478,22.554,23.1964
P08582,MELTF,Melanotransferrin,21.4768,22.3731,23.2185,26.7354,27.4316,27.4656
P08621,SNRNP70,U1 small nuclear ribonucleoprotein 70 kDa,30.9417,33.1618,33.7143,31.2864,32.7044,32.1492
P08648,ITGA5,Integrin alpha-5,23.9353,24.2805,24.1707,28.5934,28.5636,27.9709
P08670,VIM,Vimentin,32.9302,33.9873,33.9529,33.9996,34.2542,34.1794
P08708,RPS17,40S ribosomal protein S17,28.2967,27.413,27.4412,28.2335,26.9819,26.9712
P08754,GNAI3,Guanine nucleotide-binding protein G(k) subunit alpha,28.0864,26.8377,26.453,29.3956,29.5466,29.1291
P08758,ANXA5,Annexin A5,23.0815,23.0265,22.746,26.8287,25.623,25.5738
P08779,KRT16,"Keratin, type I cytoskeletal 16",21.6898,21.949,20.4118,21.4047,23.6697,21.8641
P08865,RPSA,40S ribosomal protein SA,28.0077,28.3,27.6877,29.5547,29.0844,29.5272
P08962,CD63,CD63 antigen,23.3459,22.5524,20.8274,26.7808,26.775,24.6891
P09001,MRPL3,"39S ribosomal protein L3, mitochondrial",27.7561,27.0714,27.4421,28.3551,28.1886,27.7554
P09012,SNRPA,U1 small nuclear ribonucleoprotein A,24.8909,28.201,28.6294,27.6059,27.9752,29.004
P09110,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",23.1111,21.8263,24.3672,26.7532,26.7175,26.7728
P09211,GSTP1,Glutathione S-transferase P,25.8533,27.0209,27.4198,28.3329,27.0404,26.9412
P09234,SNRPC,U1 small nuclear ribonucleoprotein C,26.3858,25.3386,26.1486,24.8986,24.3979,24.6219
P09429,HMGB1,High mobility group protein B1,26.5372,26.2291,26.433,26.7254,25.0984,25.4457
P09543,CNP,"2',3'-cyclic-nucleotide 3'-phosphodiesterase",25.4473,21.4636,23.9432,25.0602,24.3385,23.7695
P09622,DLD,"Dihydrolipoyl dehydrogenase, mitochondrial",30.3575,30.0808,30.2349,31.2014,31.0704,31.1207
P09651,HNRNPA1,Heterogeneous nuclear ribonucleoprotein A1,33.8375,33.984,33.8379,33.0699,33.4395,33.4542
P09661,SNRPA1,U2 small nuclear ribonucleoprotein A',29.1053,29.5155,29.1767,29.1966,28.9772,29.1411
P09668,CTSH,Pro-cathepsin H,22.636,23.4708,23.0845,24.0664,23.6543,25.0198
P09669,COX6C,Cytochrome c oxidase subunit 6C,26.1959,22.7955,25.4382,26.4452,27.2079,26.5386
P09874,PARP1,Poly [ADP-ribose] polymerase 1,31.6336,31.1145,31.4114,31.7313,31.6718,31.7059
P09960,LTA4H,Leukotriene A-4 hydrolase,21.0995,22.4631,21.9529,25.2381,24.0524,23.8437
P09972,ALDOC,Fructose-bisphosphate aldolase C,20.6085,21.4626,20.8311,23.0612,25.1541,25.89
P0C0S5,H2AFZ,Histone H2A.Z,32.8473,35.7222,31.7063,30.6104,33.442,31.1761
P0C0S8,HIST1H2AG,Histone H2A type 1,33.5355,33.9979,33.5577,32.9462,33.3926,32.6192
P0DMV8,HSPA1A,Heat shock 70 kDa protein 1A,33.1863,33.5353,33.538,34.6108,34.1303,33.9522
P0DN76,U2AF1L5,Splicing factor U2AF 35 kDa subunit-like protein,28.0648,28.5923,28.708,27.5372,27.8786,28.4857
P10109,FDX1,"Adrenodoxin, mitochondrial",26.8196,25.6491,25.885,24.7396,25.3668,19.9096
P10155,TROVE2,60 kDa SS-A/Ro ribonucleoprotein,21.3832,21.4127,20.6123,25.2601,23.5318,23.6711
P10253,GAA,Lysosomal alpha-glucosidase,24.6998,22.5537,23.7432,30.3297,30.8062,30.8212
P10321,HLA-C,"HLA class I histocompatibility antigen, Cw-7 alpha chain",25.6692,25.8812,25.6522,27.444,27.9299,27.8198
P10412,HIST1H1E,Histone H1.4,32.566,31.6376,31.0705,29.6882,30.3795,30.6889
P10515,DLAT,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",28.6548,30.0424,30.2388,29.9695,29.5349,29.6275
P10586,PTPRF,Receptor-type tyrosine-protein phosphatase F,26.2956,25.0942,26.1236,29.728,29.8539,29.642
P10599,TXN,Thioredoxin,23.868,27.7442,25.3781,28.1418,27.7113,27.5433
P10606,COX5B,"Cytochrome c oxidase subunit 5B, mitochondrial",27.4228,27.6728,27.6998,28.5051,28.7424,28.4629
P10619,CTSA,Lysosomal protective protein,20.7736,21.7071,22.7621,26.5562,26.7701,26.8845
P10644,PRKAR1A,cAMP-dependent protein kinase type I-alpha regulatory subunit,20.9973,22.0447,21.3033,24.0274,23.5343,23.6232
P10768,ESD,S-formylglutathione hydrolase,24.835,34.3506,33.6395,25.5497,31.5182,32.2273
P10809,HSPD1,"60 kDa heat shock protein, mitochondrial",33.301,34.3107,34.0573,34.0635,34.443,34.4217
P11021,HSPA5,Endoplasmic reticulum chaperone BiP,32.7629,33.185,33.2143,34.4916,35.0324,34.9577
P11047,LAMC1,Laminin subunit gamma-1,27.8741,28.1581,27.9327,30.4732,30.7688,30.7957
P11117,ACP2,Lysosomal acid phosphatase,25.1896,21.6619,25.3484,28.8532,28.9929,28.1594
P11142,HSPA8,Heat shock cognate 71 kDa protein,31.5846,32.1385,32.247,33.1028,33.0534,32.9411
P11166,SLC2A1,"Solute carrier family 2, facilitated glucose transporter member 1",23.2505,22.1139,21.621,25.885,25.2149,23.8676
P11171,EPB41,Protein 4.1,23.6658,25.4518,25.0917,26.8027,26.627,25.6677
P11177,PDHB,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",29.2187,29.976,29.9217,30.967,30.6898,30.7866
P11182,DBT,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial",24.6061,22.1583,24.3345,26.2945,24.5774,23.8687
P11233,RALA,Ras-related protein Ral-A,26.6145,23.4747,25.5371,26.45,24.0419,21.82
P11279,LAMP1,Lysosome-associated membrane glycoprotein 1,26.4561,25.6182,25.9282,31.8245,31.6423,31.781
P11310,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",27.8946,28.6888,28.7781,28.5748,28.7052,29.1229
P11387,TOP1,DNA topoisomerase 1,32.1489,31.1534,31.577,30.7039,31.4335,30.7038
P11388,TOP2A,DNA topoisomerase 2-alpha,31.8709,31.3626,31.254,30.5267,31.2892,30.5822
P11413,G6PD,Glucose-6-phosphate 1-dehydrogenase,22.6071,22.8778,21.8181,25.942,25.0331,25.9871
P11498,PC,"Pyruvate carboxylase, mitochondrial",33.9893,34.0213,33.8334,32.8426,33.0641,32.7673
P11586,MTHFD1,"C-1-tetrahydrofolate synthase, cytoplasmic",26.5044,27.2333,27.3649,28.6598,27.0058,27.2272
P11717,IGF2R,Cation-independent mannose-6-phosphate receptor,27.1079,23.6265,25.5082,30.0713,30.046,29.4755
P11940,PABPC1,Polyadenylate-binding protein 1,29.0558,29.8697,29.7202,30.4696,30.1094,31.1523
P12004,PCNA,Proliferating cell nuclear antigen,28.4671,28.2296,28.6283,29.2137,28.8126,29.0764
P12081,HARS,"Histidine--tRNA ligase, cytoplasmic",23.4597,26.7232,23.4806,25.2797,26.3569,25.4787
P12109,COL6A1,Collagen alpha-1(VI) chain,21.8336,23.4468,20.8016,25.8616,26.703,26.6083
P12235,SLC25A4,ADP/ATP translocase 1,23.8782,22.0857,22.1809,26.3086,24.7977,23.4653
P12236,SLC25A6,ADP/ATP translocase 3,29.3021,27.9179,28.5891,30.147,30.0596,28.9706
P12268,IMPDH2,Inosine-5'-monophosphate dehydrogenase 2,27.4394,25.9665,27.5778,28.5319,27.5466,27.3609
P12270,TPR,Nucleoprotein TPR,30.7184,30.4041,30.7968,30.8149,31.3149,31.4065
P12277,CKB,Creatine kinase B-type,29.0749,29.534,29.3978,31.0179,29.3772,30.0041
P12532,CKMT1A,"Creatine kinase U-type, mitochondrial",26.5257,25.3082,27.4468,28.0763,28.1288,28.3575
P12814,ACTN1,Alpha-actinin-1,26.1914,26.3032,25.8975,28.647,27.4235,27.7105
P12956,XRCC6,X-ray repair cross-complementing protein 6,30.7928,30.278,30.559,31.1185,30.7815,30.6662
P13010,XRCC5,X-ray repair cross-complementing protein 5,30.0532,29.3359,29.4199,30.5033,30.7128,30.539
P13073,COX4I1,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",28.5855,27.4841,28.5897,29.9161,29.3094,28.9588
P13473,LAMP2,Lysosome-associated membrane glycoprotein 2,27.2883,25.9443,26.4718,31.4323,31.4619,31.4102
P13489,RNH1,Ribonuclease inhibitor,24.3948,24.4317,24.1904,25.453,24.0082,25.8926
P13591,NCAM1,Neural cell adhesion molecule 1,24.2671,22.5365,22.2092,27.6299,28.985,27.6937
P13639,EEF2,Elongation factor 2,31.4399,31.2461,31.0228,32.5438,31.5618,31.1741
P13645,KRT10,"Keratin, type I cytoskeletal 10",32.4621,34.2215,34.1925,33.5357,31.8089,32.7387
P13647,KRT5,"Keratin, type II cytoskeletal 5",27.8948,29.5816,30.1206,28.5387,28.6211,28.3152
P13667,PDIA4,Protein disulfide-isomerase A4,30.601,30.6902,30.7291,31.9752,32.0524,32.1056
P13674,P4HA1,Prolyl 4-hydroxylase subunit alpha-1,26.668,27.7447,27.3817,29.2208,29.3613,29.4124
P13693,TPT1,Translationally-controlled tumor protein,20.8019,21.6871,21.3849,23.1996,20.9809,22.5342
P13797,PLS3,Plastin-3,26.7236,26.3649,26.6445,29.8464,29.1481,29.4168
P13798,APEH,Acylamino-acid-releasing enzyme,22.8143,21.3644,22.7349,24.7282,21.1396,21.7852
P13804,ETFA,"Electron transfer flavoprotein subunit alpha, mitochondrial",28.7426,29.3604,29.0626,30.6495,30.6272,30.8659
P13861,PRKAR2A,cAMP-dependent protein kinase type II-alpha regulatory subunit,25.5479,26.1276,26.5105,28.6356,28.6486,28.6109
P13987,CD59,CD59 glycoprotein,22.6931,22.3792,24.1453,25.4943,25.4068,25.9992
P13995,MTHFD2,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial",27.0911,28.0418,25.2289,28.2251,27.8736,27.6008
P14174,MIF,Macrophage migration inhibitory factor,25.9857,28.546,28.2184,28.5469,26.0714,28.3884
P14209,CD99,CD99 antigen,23.751,23.1772,23.3561,26.539,26.5133,25.8464
P14314,PRKCSH,Glucosidase 2 subunit beta,29.6685,30.1589,30.2208,32.9195,33.2402,33.6982
P14324,FDPS,Farnesyl pyrophosphate synthase,22.1529,24.1896,23.6808,24.7257,21.7489,23.5349
P14373,TRIM27,Zinc finger protein RFP,20.5302,21.504,22.2189,23.2783,21.2583,23.7448
P14543,NID1,Nidogen-1,22.2265,21.898,22.2605,26.4118,27.2444,26.7196
P14618,PKM,Pyruvate kinase PKM,30.4244,30.4739,30.4867,31.6991,30.5567,30.2657
P14625,HSP90B1,Endoplasmin,32.6822,32.4977,32.4218,34.3419,34.2313,34.3179
P14635,CCNB1,G2/mitotic-specific cyclin-B1,22.9996,21.0978,22.7314,23.9174,23.5217,22.3284
